mask,asm,entropy,contrast,variance,homogeneity,class
"(3, 0)",1.2613148788927333,3.957690045374337,9791.541176470588,167.63529411764705,0.0008788322679595655,background
"(3, -3)",1.2613148788927333,3.957690045374337,8811.74117647059,158.96470588235294,0.0009799500858808082,background
"(0, 3)",1.3859131103421758,13.484780170799485,18340.847058823532,318.50980392156845,0.0017489085885911604,canal
"(3, 0)",1.257870049980777,3.036840157611098,9271.690196078433,154.07450980392156,0.000721311228571768,canal
"(3, -3)",1.257870049980777,3.036840157611098,8370.360784313723,146.36862745098037,0.0008002038866725429,canal
"(0, 3)",42.54013071895437,150.97051296552453,114131.18431372536,3494.619607843135,0.16476403242821797,dentina
"(3, 0)",6.4697885428681285,7.142964321683823,23590.13333333334,499.34901960784316,0.005093432121623991,dentina
"(3, -3)",6.4697885428681285,7.142964321683823,20690.321568627453,467.25490196078437,0.005848660144463707,dentina
"(0, 3)",1.036939638600536,3.1635797978351023,7021.69019607843,115.2823529411765,0.004440829027118837,pinos
"(3, 0)",1.0294040753556324,1.7084746140610296,37.98039215686275,3.1019607843137256,1.0695885154733247,pinos
"(3, -3)",1.0294040753556324,1.7084746140610296,33.30980392156863,4.909803921568628,0.27609673895766584,pinos
"(0, 3)",1.0252056901191848,8.908323211357908,9052.450980392156,162.49019607843135,0.0010595260665245687,background
"(3, 0)",1.2617454825067276,3.9564088010779996,9793.298039215684,167.65098039215684,0.0008786457002432817,background
"(3, -3)",1.2617454825067276,3.9564088010779996,8813.40392156863,158.98039215686276,0.0009797288800850515,background
"(0, 3)",1.3878815840061511,13.534588938575624,18306.623529411758,318.15294117647045,0.0017558344408679367,canal
"(3, 0)",1.2617301038062285,3.0317988417205672,9286.180392156863,154.31372549019608,0.0007223367633738838,canal
"(3, -3)",1.2617301038062285,3.0317988417205672,8383.450980392157,146.59607843137252,0.0008013344502108649,canal
"(0, 3)",40.14783544790475,147.33164694568222,109940.89019607853,3373.266666666659,0.15721882200321147,dentina
"(3, 0)",6.447397154940408,7.193404900527874,23574.266666666666,499.1607843137255,0.005099227633132961,dentina
"(3, -3)",6.447397154940408,7.193404900527874,20675.584313725492,467.06666666666666,0.005856049842873598,dentina
"(0, 3)",1.0380469050365229,3.169149892952007,7064.023529411762,115.99215686274512,0.0005223294841582117,pinos
"(3, 0)",1.031034217608612,1.7011750009355826,36.47058823529412,3.066666666666667,1.0700426215076038,pinos
"(3, -3)",1.031034217608612,1.7011750009355826,32.08235294117647,4.850980392156863,0.27823870770017267,pinos
"(0, 3)",1.0245905420991923,8.774436485271684,8956.992156862745,160.756862745098,0.0010494859158658998,background
"(3, 0)",1.2622376009227219,3.9543020069437667,9792.364705882352,167.64313725490194,0.0008787236879227142,background
"(3, -3)",1.2622376009227219,3.9543020069437667,8812.517647058825,158.9725490196079,0.0009798205170346267,background
"(0, 3)",1.3768396770472895,14.397159275417046,18691.580392156855,326.7333333333333,0.001844287650341743,canal
"(3, 0)",1.260607458669742,3.2122569547429625,9425.760784313728,157.1960784313725,0.0007462655692383682,canal
"(3, -3)",1.260607458669742,3.2122569547429625,8506.266666666665,149.3019607843137,0.0008284173576332786,canal
"(0, 3)",44.25125720876602,152.74884525097153,115767.9098039216,3552.2627450980312,0.17158799441591288,dentina
"(3, 0)",6.605136485966936,7.244258381025781,23954.83137254902,506.8705882352941,0.0051757970895686,dentina
"(3, -3)",6.605136485966936,7.244258381025781,21011.33725490196,474.2941176470589,0.005944363761791081,dentina
"(0, 3)",1.0495194156093792,3.653575851552508,7585.760784313722,125.01568627450985,0.0005705379245964431,pinos
"(3, 0)",1.0385236447520185,1.8112618844490076,24.011764705882353,3.1490196078431367,1.080408627944548,pinos
"(3, -3)",1.0385236447520185,1.8112618844490076,19.658823529411766,4.8352941176470585,0.29943805759727027,pinos
"(0, 3)",1.0242060745866974,8.742854709077408,8942.945098039214,160.3333333333333,0.0010412998428497348,background
"(3, 0)",1.2591311034217607,3.949355066966358,9769.968627450979,167.2235294117647,0.0008759986529161388,background
"(3, -3)",1.2591311034217607,3.949355066966358,8792.568627450983,158.5764705882353,0.0009767638571585354,background
"(0, 3)",1.4543021914648206,14.294183434059772,19589.117647058833,340.68627450980387,0.0018769014056615801,canal
"(3, 0)",1.2682660515186468,3.118689672006493,9418.164705882356,156.6901960784314,0.0007368747417524455,canal
"(3, -3)",1.2682660515186468,3.118689672006493,8501.564705882352,148.84313725490196,0.0008176376068095609,canal
"(0, 3)",43.6253133410229,152.8191016162881,117279.14117647054,3573.4392156862696,0.16616512476746853,dentina
"(3, 0)",6.908404459823144,7.317312438837855,24850.023529411763,524.2901960784314,0.005319142346566257,dentina
"(3, -3)",6.908404459823144,7.317312438837855,21805.11764705882,490.678431372549,0.006107667516483157,dentina
"(0, 3)",1.0495040369088793,3.5576205442684845,7524.023529411762,123.92156862745102,0.0005640088420091934,pinos
"(3, 0)",1.037277970011534,1.8159291889970506,24.55686274509804,3.1843137254901963,1.0762187479837733,pinos
"(3, -3)",1.037277970011534,1.8159291889970506,19.95686274509804,4.8431372549019605,0.3011055345283874,pinos
"(0, 3)",1.0378469819300273,7.214022697921931,9269.443137254904,159.2862745098039,0.0008530967534957023,background
"(3, 0)",1.1735947712418304,3.007761346538518,8482.403921568626,141.57254901960786,0.000675213824322437,background
"(3, -3)",1.1735947712418304,3.007761346538518,7654.321568627451,134.45490196078427,0.0007497388053519236,background
"(0, 3)",1.2045520953479434,10.036747839212774,13765.643137254898,236.70980392156866,0.0012646067457610089,canal
"(3, 0)",1.1522645136485963,2.6067583008182,8003.078431372547,132.1372549019608,0.0006059556807580538,canal
"(3, -3)",1.1522645136485963,2.6067583008182,7229.949019607844,125.57254901960786,0.0006717117042705281,canal
"(0, 3)",27.469065743944633,117.14069255122004,108134.55686274503,2921.419607843137,0.07469642396757287,dentina
"(3, 0)",5.44158400615148,6.5428865789333175,22718.66666666667,457.76470588235304,0.003949412516745094,dentina
"(3, -3)",5.44158400615148,6.5428865789333175,20055.831372549026,429.8470588235295,0.004495463429227648,dentina
"(0, 3)",1.5006228373702344,26.265999728398615,25232.02352941175,469.3882352941179,0.007756867962410021,pinos
"(3, 0)",1.49760861207228,5.800578119949447,375.1058823529412,25.945098039215686,1.200158037873613,pinos
"(3, -3)",1.49760861207228,5.800578119949447,254.72941176470584,21.333333333333336,0.7000572817082201,pinos
"(0, 3)",1.0376163014225301,7.231953050194236,9275.909803921568,159.45490196078424,0.0008548961666332153,background
"(3, 0)",1.1710880430603618,3.0158358723318277,8466.890196078431,141.321568627451,0.0006744270331296518,background
"(3, -3)",1.1710880430603618,3.0158358723318277,7640.278431372549,134.2156862745098,0.0007488981903824495,background
"(0, 3)",1.21757785467128,9.953929247051924,13901.77254901961,238.89411764705886,0.001274405713255649,canal
"(3, 0)",1.1544175317185696,2.6328629922350744,8026.827450980391,132.56078431372546,0.0006089463031846836,canal
"(3, -3)",1.1544175317185696,2.6328629922350744,7251.227450980391,125.97254901960784,0.0006751058512725263,canal
"(0, 3)",28.693056516724308,117.58872910209591,110484.01176470594,2986.0980392156835,0.07636811294325496,dentina
"(3, 0)",5.659469434832756,6.472880882843635,23160.639215686275,466.6627450980392,0.004025056643738526,dentina
"(3, -3)",5.659469434832756,6.472880882843635,20446.039215686284,438.20392156862755,0.004581451569079158,dentina
"(0, 3)",1.5227220299884596,26.408055992317973,25563.698039215633,475.352941176471,0.007668743896397599,pinos
"(3, 0)",1.4981314878892733,5.878547193464699,399.1803921568627,26.584313725490194,1.2041673211021582,pinos
"(3, -3)",1.4981314878892733,5.878547193464699,275.1098039215686,21.95686274509804,0.69746524619115,pinos
"(0, 3)",1.0363706266820458,7.120110696526876,9169.407843137255,157.51764705882346,0.0008431429001827034,background
"(3, 0)",1.170119184928874,3.0115561939216056,8451.815686274509,141.07843137254903,0.0006734071193123694,background
"(3, -3)",1.170119184928874,3.0115561939216056,7626.627450980392,133.98431372549018,0.0007477719501103499,background
"(0, 3)",1.1876816608996543,9.555349786490048,13295.874509803925,228.06274509803916,0.0012073643851091378,canal
"(3, 0)",1.1477277970011532,2.6360317844543237,7980.27843137255,131.81568627450983,0.0006062280153340656,canal
"(3, -3)",1.1477277970011532,2.6360317844543237,7209.043137254903,125.26274509803922,0.0006721436225778075,canal
"(0, 3)",31.71695501730104,118.51575155589278,115733.1725490197,3129.392156862742,0.08002208001481728,dentina
"(3, 0)",5.559615532487505,6.482617588817001,22925.94901960784,461.89411764705886,0.003982186496372387,dentina
"(3, -3)",5.559615532487505,6.482617588817001,20239.078431372556,433.72941176470596,0.004532535923905219,dentina
"(0, 3)",1.5331487889273292,26.752568326829763,25855.54901960782,481.0235294117646,0.008068102045447424,pinos
"(3, 0)",1.4990849673202615,5.897706101449447,401.45098039215685,26.68235294117647,1.2058294132573397,pinos
"(3, -3)",1.4990849673202615,5.897706101449447,276.8627450980391,22.039215686274506,0.7014449927448612,pinos
"(0, 3)",1.0373241061130338,7.192366649101769,9236.376470588235,158.76862745098038,0.0008516687730815347,background
"(3, 0)",1.1691810841983856,2.9719586854375204,8419.509803921568,140.46666666666664,0.0006688684563845824,background
"(3, -3)",1.1691810841983856,2.9719586854375204,7597.886274509804,133.4078431372549,0.0007426343661213446,background
"(0, 3)",1.2164552095347942,10.04032070120341,14041.15294117647,240.74509803921575,0.0012691293715333559,canal
"(3, 0)",1.193018069973087,2.6051739248554404,8344.05882352941,137.58039215686279,0.0006269391197847372,canal
"(3, -3)",1.193018069973087,2.6051739248554404,7539.0470588235285,130.75686274509803,0.0006947452656982871,canal
"(0, 3)",26.601676278354468,117.77786833033596,107876.10980392154,2903.2470588235246,0.07348505862931819,dentina
"(3, 0)",5.70151480199923,6.541645616275444,23428.011764705887,471.24313725490197,0.004047983499261538,dentina
"(3, -3)",5.70151480199923,6.541645616275444,20686.63529411765,442.54901960784304,0.004606921833988549,dentina
"(0, 3)",1.6007381776239848,29.933337891589076,28126.521568627413,529.0313725490194,0.00433044183972756,pinos
"(3, 0)",1.5871434063821606,6.2924835412574,476.19607843137254,30.4078431372549,1.2163849968663574,pinos
"(3, -3)",1.5871434063821606,6.2924835412574,331.93725490196067,24.917647058823523,0.7274411769440844,pinos
"(0, 3)",1.0369703960015382,7.146842463106907,9210.317647058824,158.21568627450975,0.000846288944219242,background
"(3, 0)",1.170657439446367,2.99376491359081,8445.392156862747,140.91372549019604,0.0006714327559108685,background
"(3, -3)",1.170657439446367,2.99376491359081,7621.156862745098,133.8313725490196,0.0007455141588574786,background
"(0, 3)",1.2873202614379082,13.112553063709584,16388.666666666664,286.5882352941178,0.0016474421289267998,canal
"(3, 0)",1.2358016147635527,3.292019980287003,9186.5137254902,153.3686274509804,0.0007356633026684712,canal
"(3, -3)",1.2358016147635527,3.292019980287003,8289.454901960786,145.65098039215687,0.0008172902436881875,canal
"(0, 3)",25.922752787389445,117.96651858576482,107044.52156862736,2876.921568627445,0.07269878228958097,dentina
"(3, 0)",5.739223375624759,6.611230052876377,23685.301960784316,475.7098039215685,0.004073147748285047,dentina
"(3, -3)",5.739223375624759,6.611230052876377,20917.831372549022,446.7803921568628,0.004635098997578057,dentina
"(0, 3)",1.629711649365622,29.998276938995197,28319.85882352936,532.7764705882348,0.0045189412085371505,pinos
"(3, 0)",1.5782545174932718,5.9951680666112015,388.9843137254901,28.06666666666667,1.2117881544766624,pinos
"(3, -3)",1.5782545174932718,5.9951680666112015,257.99607843137267,22.811764705882347,0.7136091226763701,pinos
"(0, 3)",1.036355247981546,7.047567489863641,9111.913725490196,156.45490196078427,0.0008365559068698263,background
"(3, 0)",1.1591541714725104,2.9818225467124293,8323.92549019608,138.95294117647063,0.0006637142723185024,background
"(3, -3)",1.1591541714725104,2.9818225467124293,7511.172549019608,131.96470588235294,0.000737041608478956,background
"(0, 3)",1.2045674740484427,9.219504523738719,13393.662745098034,228.5960784313725,0.0011812742932358373,canal
"(3, 0)",1.1568012302960395,2.609148382196499,8053.647058823528,132.91764705882352,0.0006083442414193665,canal
"(3, -3)",1.1568012302960395,2.609148382196499,7275.941176470587,126.31764705882354,0.0006742940506714377,canal
"(0, 3)",26.84793540945786,117.97737512582094,107403.65098039212,2911.4235294117634,0.0751089308465216,dentina
"(3, 0)",5.84335255670896,6.494977577320504,23622.6431372549,476.2117647058823,0.004117504312928437,dentina
"(3, -3)",5.84335255670896,6.494977577320504,20852.549019607843,447.1529411764706,0.004687590365694685,dentina
"(0, 3)",1.9009457900807272,40.49071264701814,36098.83921568631,694.1176470588247,0.00755545955091488,pinos
"(3, 0)",1.8735717031910804,8.44334756613604,1688.6431372549016,58.698039215686265,1.2368343521398804,pinos
"(3, -3)",1.8735717031910804,8.44334756613604,1384.843137254902,49.8627450980392,0.8231888431452805,pinos
"(0, 3)",1.0362475970780471,7.067773720319044,9155.341176470589,157.18431372549014,0.0008388909664134254,background
"(3, 0)",1.1684275278738947,2.9378758520991552,8388.650980392158,139.86666666666662,0.0006642530680097905,background
"(3, -3)",1.1684275278738947,2.9378758520991552,7570.521568627451,132.84313725490193,0.0007374118876729369,background
"(0, 3)",1.1791464821222606,8.815183108178713,12800.81176470588,218.36470588235292,0.0011290831108717288,canal
"(3, 0)",1.1556324490580545,2.5585464253694745,7979.454901960784,131.59607843137258,0.0006008792623566277,canal
"(3, -3)",1.1556324490580545,2.5585464253694745,7209.466666666669,125.06666666666665,0.0006659606336202816,canal
"(0, 3)",29.542945021145712,118.88455725755483,114628.85098039209,3070.4980392156845,0.07623425785633493,dentina
"(3, 0)",5.460761245674739,6.5475443615021165,22938.576470588232,460.8509803921568,0.0039409439883525835,dentina
"(3, -3)",5.460761245674739,6.5475443615021165,20257.541176470593,432.82745098039214,0.004484018996887846,dentina
"(0, 3)",1.8179469434832685,37.89075063958387,33989.02745098041,653.2392156862751,0.01041899568602358,pinos
"(3, 0)",1.790803537101115,6.766179211802659,548.8431372549019,35.98039215686274,1.2356182099222213,pinos
"(3, -3)",1.790803537101115,6.766179211802659,376.1254901960785,28.917647058823533,0.7896796341059368,pinos
"(0, 3)",1.036093810073049,7.039832547211342,9126.254901960785,156.70196078431366,0.0008370223451842259,background
"(3, 0)",1.17119569396386,2.9658920809281053,8440.545098039218,140.7647058823529,0.0006691933310670067,background
"(3, -3)",1.17119569396386,2.9658920809281053,8440.545098039218,140.7647058823529,0.0006691933310670067,background
"(0, 3)",1.179484813533256,9.062450155177437,12954.639215686275,221.25882352941176,0.001149292940766995,canal
"(3, 0)",1.1624144559784697,2.6293590652873737,8088.941176470588,133.5529411764706,0.0006126907273895117,canal
"(3, -3)",1.1624144559784697,2.6293590652873737,8088.941176470588,133.5529411764706,0.0006126907273895117,canal
"(0, 3)",29.165490196078395,117.07796636077333,112214.74901960789,3018.2705882352916,0.07560358112587925,dentina
"(3, 0)",5.688688965782389,6.3934411390014505,23216.89411764707,467.08235294117657,0.0040057505335893435,dentina
"(3, -3)",5.688688965782389,6.3934411390014505,23216.89411764707,467.08235294117657,0.0040057505335893435,dentina
"(0, 3)",1.8252518262206758,37.50247199441207,33878.09803921571,650.3019607843139,0.0060842605993352205,pinos
"(3, 0)",1.7786543637062668,6.308756993594319,415.94901960784307,32.254901960784316,1.2300066377838748,pinos
"(3, -3)",1.7786543637062668,6.308756993594319,415.94901960784307,32.254901960784316,1.2300066377838748,pinos
"(0, 3)",1.0363860053825453,7.101292048681565,9156.035294117648,157.2901960784313,0.0008418853205927469,background
"(3, 0)",1.1668127643214152,2.971902398739356,8393.219607843135,140.01176470588234,0.0006665861366774547,background
"(3, -3)",1.1668127643214152,2.971902398739356,7574.254901960785,132.97647058823526,0.0007401047389182686,background
"(0, 3)",1.1946943483275665,10.989820710336923,14131.54117647059,245.00000000000006,0.0013536181813864978,canal
"(3, 0)",1.2105651672433677,3.1722497921397808,8918.23137254902,148.7019607843137,0.0007086358280495982,canal
"(3, -3)",1.2105651672433677,3.1722497921397808,8048.43137254902,141.23137254901962,0.0007869511317431932,canal
"(0, 3)",28.228619761630135,114.02921652334142,108177.59607843134,2920.4745098039184,0.07357957842874875,dentina
